match,home_team,away_team,player_team,opposition_team,market_name,player_name,line,over_price,agency
Essendon Bombers v Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Player Disposals,Daria Bannister,19.5,15,Bet365
Essendon Bombers v Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Player Disposals,Brooke Walker,9.5,1.38,Bet365
Essendon Bombers v Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Player Disposals,Brooke Walker,14.5,3.75,Bet365
Essendon Bombers v Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Player Disposals,Brooke Walker,19.5,15,Bet365
Essendon Bombers v Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Player Disposals,Kodi Jacques,9.5,1.38,Bet365
Essendon Bombers v Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Player Disposals,Kodi Jacques,14.5,3.75,Bet365
Essendon Bombers v Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Player Disposals,Kodi Jacques,19.5,15,Bet365
Essendon Bombers v Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Player Disposals,Matilda Dyke,9.5,1.57,Bet365
Essendon Bombers v Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Player Disposals,Matilda Dyke,14.5,5,Bet365
Essendon Bombers v Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Player Disposals,Matilda Dyke,19.5,19,Bet365
Essendon Bombers v Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Player Disposals,Emily Gough,9.5,1.57,Bet365
Essendon Bombers v Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Player Disposals,Emily Gough,14.5,5,Bet365
Essendon Bombers v Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Player Disposals,Emily Gough,19.5,19,Bet365
Essendon Bombers v Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Player Disposals,Ellyse Gamble,9.5,1.87,Bet365
Essendon Bombers v Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Player Disposals,Ellyse Gamble,14.5,6.5,Bet365
Essendon Bombers v Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Player Disposals,Amber Clarke,9.5,1.87,Bet365
Essendon Bombers v Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Player Disposals,Amber Clarke,14.5,6.5,Bet365
Essendon Bombers v Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Player Disposals,Georgia Clarke,9.5,2.3,Bet365
Essendon Bombers v Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Essendon Bombers,Fremantle Dockers,Player Disposals,Georgia Clarke,14.5,8.5,Bet365
Essendon Bombers v Fremantle Dockers,Essendon Bombers,Fremantle Dockers,NA,NA,Player Disposals,Alex Morcom,9.5,2.3,Bet365
Essendon Bombers v Fremantle Dockers,Essendon Bombers,Fremantle Dockers,NA,NA,Player Disposals,Alex Morcom,14.5,8.5,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Charlie Rowbottom,14.5,1.004,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Charlie Rowbottom,19.5,1.05,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Charlie Rowbottom,24.5,1.28,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Charlie Rowbottom,29.5,2.15,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Charlie Rowbottom,34.5,5.25,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Charlie Rowbottom,39.5,13,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Claudia Whitfort,14.5,1.01,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Claudia Whitfort,19.5,1.1,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Claudia Whitfort,24.5,1.5,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Claudia Whitfort,29.5,3,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Claudia Whitfort,34.5,8,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Claudia Whitfort,39.5,21,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Lucy Single,9.5,1.01,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Lucy Single,14.5,1.11,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Lucy Single,19.5,1.65,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Lucy Single,24.5,3.75,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Lucy Single,29.5,10,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Katie Lynch,9.5,1.04,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Katie Lynch,14.5,1.32,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Katie Lynch,19.5,2.65,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Katie Lynch,24.5,8,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Katie Lynch,29.5,23,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Daisy D'Arcy,9.5,1.06,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Daisy D'Arcy,14.5,1.45,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Daisy D'Arcy,19.5,3.35,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Daisy D'Arcy,24.5,10,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,NA,NA,Player Disposals,Jacqui Dupuy,9.5,1.08,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,NA,NA,Player Disposals,Jacqui Dupuy,14.5,1.62,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,NA,NA,Player Disposals,Jacqui Dupuy,19.5,4.33,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,NA,NA,Player Disposals,Jacqui Dupuy,24.5,13,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,NA,NA,Player Disposals,Ella Smith,9.5,1.12,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,NA,NA,Player Disposals,Ella Smith,14.5,1.87,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,NA,NA,Player Disposals,Ella Smith,19.5,5.75,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,NA,NA,Player Disposals,Ella Smith,24.5,19,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Georgia Clayden,9.5,1.18,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Georgia Clayden,14.5,2.25,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Georgia Clayden,19.5,7.5,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Niamh McLaughlin,9.5,1.18,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Niamh McLaughlin,14.5,2.25,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Niamh McLaughlin,19.5,7.5,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Lauren Bella,9.5,1.38,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Lauren Bella,14.5,3.75,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Lauren Bella,19.5,15,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Clara Fitzpatrick,9.5,1.38,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Clara Fitzpatrick,14.5,3.75,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Clara Fitzpatrick,19.5,15,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Wallis Randell,9.5,1.57,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Wallis Randell,14.5,5,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Wallis Randell,19.5,19,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Tara Bohanna,9.5,1.57,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Tara Bohanna,14.5,5,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Tara Bohanna,19.5,19,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Kiara Bischa,9.5,1.57,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Kiara Bischa,14.5,5,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Kiara Bischa,19.5,19,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Annabel Kievit,9.5,1.57,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Annabel Kievit,14.5,5,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Annabel Kievit,19.5,19,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Jamie Stanton,9.5,1.87,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Jamie Stanton,14.5,6.5,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Jordan Membrey,9.5,1.87,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Jordan Membrey,14.5,6.5,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Charlotte Wilson,9.5,2.3,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Charlotte Wilson,14.5,8.5,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Ella Maurer,9.5,2.3,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Ella Maurer,14.5,8.5,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Darcie Davies,9.5,2.3,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Darcie Davies,14.5,8.5,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Elise Barwick,9.5,5,Bet365
Gold Coast Suns v St Kilda Saints,Gold Coast Suns,St Kilda Saints,Gold Coast Suns,St Kilda Saints,Player Disposals,Elise Barwick,14.5,19,Bet365
Geelong Cats v Melbourne Demons,Geelong Cats,Melbourne Demons,Geelong Cats,Melbourne Demons,Player Disposals,Georgie Prespakis,14.5,1.01,Bet365
Geelong Cats v Melbourne Demons,Geelong Cats,Melbourne Demons,Geelong Cats,Melbourne Demons,Player Disposals,Georgie Prespakis,19.5,1.1,Bet365
Geelong Cats v Melbourne Demons,Geelong Cats,Melbourne Demons,Geelong Cats,Melbourne Demons,Player Disposals,Georgie Prespakis,24.5,1.5,Bet365
Geelong Cats v Melbourne Demons,Geelong Cats,Melbourne Demons,Geelong Cats,Melbourne Demons,Player Disposals,Georgie Prespakis,29.5,3,Bet365
Geelong Cats v Melbourne Demons,Geelong Cats,Melbourne Demons,Geelong Cats,Melbourne Demons,Player Disposals,Georgie Prespakis,34.5,8,Bet365
Geelong Cats v Melbourne Demons,Geelong Cats,Melbourne Demons,Geelong Cats,Melbourne Demons,Player Disposals,Nina Morrison,14.5,1.025,Bet365
Geelong Cats v Melbourne Demons,Geelong Cats,Melbourne Demons,Geelong Cats,Melbourne Demons,Player Disposals,Nina Morrison,19.5,1.18,Bet365
Geelong Cats v Melbourne Demons,Geelong Cats,Melbourne Demons,Geelong Cats,Melbourne Demons,Player Disposals,Nina Morrison,24.5,1.87,Bet365
Geelong Cats v Melbourne Demons,Geelong Cats,Melbourne Demons,Geelong Cats,Melbourne Demons,Player Disposals,Nina Morrison,29.5,4.5,Bet365
Geelong Cats v Melbourne Demons,Geelong Cats,Melbourne Demons,Geelong Cats,Melbourne Demons,Player Disposals,Nina Morrison,34.5,10.5,Bet365
Geelong Cats v Melbourne Demons,Geelong Cats,Melbourne Demons,Geelong Cats,Melbourne Demons,Player Disposals,Amy McDonald,14.5,1.025,Bet365
Geelong Cats v Melbourne Demons,Geelong Cats,Melbourne Demons,Geelong Cats,Melbourne Demons,Player Disposals,Amy McDonald,19.5,1.18,Bet365
Geelong Cats v Melbourne Demons,Geelong Cats,Melbourne Demons,Geelong Cats,Melbourne Demons,Player Disposals,Amy McDonald,24.5,1.87,Bet365
Geelong Cats v Melbourne Demons,Geelong Cats,Melbourne Demons,Geelong Cats,Melbourne Demons,Player Disposals,Amy McDonald,29.5,4.5,Bet365
Geelong Cats v Melbourne Demons,Geelong Cats,Melbourne Demons,Geelong Cats,Melbourne Demons,Player Disposals,Amy McDonald,34.5,10.5,Bet365
Geelong Cats v Melbourne Demons,Geelong Cats,Melbourne Demons,Geelong Cats,Melbourne Demons,Player Disposals,Rebecca Webster,9.5,1.025,Bet365
Geelong Cats v Melbourne Demons,Geelong Cats,Melbourne Demons,Geelong Cats,Melbourne Demons,Player Disposals,Rebecca Webster,14.5,1.22,Bet365
Geelong Cats v Melbourne Demons,Geelong Cats,Melbourne Demons,Geelong Cats,Melbourne Demons,Player Disposals,Rebecca Webster,19.5,2.2,Bet365
Geelong Cats v Melbourne Demons,Geelong Cats,Melbourne Demons,Geelong Cats,Melbourne Demons,Player Disposals,Rebecca Webster,24.5,6.5,Bet365
Geelong Cats v Melbourne Demons,Geelong Cats,Melbourne Demons,Geelong Cats,Melbourne Demons,Player Disposals,Rebecca Webster,29.5,19,Bet365
Geelong Cats v Melbourne Demons,Geelong Cats,Melbourne Demons,Geelong Cats,Melbourne Demons,Player Disposals,Darcy Moloney,9.5,1.08,Bet365
