match,home_team,away_team,market_name,player_name,player_team,opposition_team,line,over_price,under_price,prop_id,under_prop_id,agency
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Emily Bates,Hawthorn Hawks,Carlton,24.5,3.6,NA,15859,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Tilly Lucas-Rodd,Hawthorn Hawks,Carlton,24.5,4,NA,15861,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Keeley Sherar,Carlton,Hawthorn Hawks,24.5,4.5,NA,15866,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Eliza West,Hawthorn Hawks,Carlton,24.5,7,NA,15860,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Gabriella Pound,NA,NA,24.5,10,NA,15867,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Keeley Skepper,Carlton,Hawthorn Hawks,24.5,12,NA,15868,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Jasmine Fleming,Hawthorn Hawks,Carlton,24.5,13,NA,15862,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Mattea Breed,Hawthorn Hawks,Carlton,24.5,15,NA,15863,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Darcy Vescio,Carlton,Hawthorn Hawks,24.5,19,NA,15869,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Kaitlyn Ashmore,Hawthorn Hawks,Carlton,24.5,26,NA,15864,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Abbie McKay,Carlton,Hawthorn Hawks,29.5,4.5,NA,15886,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Mimi Hill,Carlton,Hawthorn Hawks,29.5,5,NA,15877,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Tilly Lucas-Rodd,Hawthorn Hawks,Carlton,29.5,9,NA,15873,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Emily Bates,Hawthorn Hawks,Carlton,29.5,11,NA,15871,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Keeley Sherar,Carlton,Hawthorn Hawks,29.5,12,NA,15878,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Eliza West,Hawthorn Hawks,Carlton,29.5,21,NA,15872,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Darcy Vescio,Carlton,Hawthorn Hawks,29.5,41,NA,15881,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Jasmine Fleming,Hawthorn Hawks,Carlton,29.5,41,NA,15874,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Mattea Breed,Hawthorn Hawks,Carlton,29.5,41,NA,15875,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Kaitlyn Ashmore,Hawthorn Hawks,Carlton,29.5,41,NA,15876,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Gabriella Pound,NA,NA,29.5,41,NA,15879,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Keeley Skepper,Carlton,Hawthorn Hawks,29.5,41,NA,15880,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Mimi Hill,Carlton,Hawthorn Hawks,34.5,11,NA,15893,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Abbie McKay,Carlton,Hawthorn Hawks,34.5,11,NA,15898,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Tilly Lucas-Rodd,Hawthorn Hawks,Carlton,34.5,21,NA,15889,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Keeley Sherar,Carlton,Hawthorn Hawks,34.5,34,NA,15894,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Emily Bates,Hawthorn Hawks,Carlton,34.5,41,NA,15887,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Eliza West,Hawthorn Hawks,Carlton,34.5,61,NA,15888,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Gabriella Pound,NA,NA,34.5,81,NA,15895,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Keeley Skepper,Carlton,Hawthorn Hawks,34.5,81,NA,15896,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Darcy Vescio,Carlton,Hawthorn Hawks,34.5,81,NA,15897,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Jasmine Fleming,Hawthorn Hawks,Carlton,34.5,81,NA,15890,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Mattea Breed,Hawthorn Hawks,Carlton,34.5,81,NA,15891,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Kaitlyn Ashmore,Hawthorn Hawks,Carlton,34.5,81,NA,15892,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Abbie McKay,Carlton,Hawthorn Hawks,39.5,26,NA,15910,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Mimi Hill,Carlton,Hawthorn Hawks,39.5,34,NA,15905,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Tilly Lucas-Rodd,Hawthorn Hawks,Carlton,39.5,67,NA,15901,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Keeley Sherar,Carlton,Hawthorn Hawks,39.5,81,NA,15906,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Emily Bates,Hawthorn Hawks,Carlton,39.5,101,NA,15899,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Eliza West,Hawthorn Hawks,Carlton,39.5,151,NA,15900,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Gabriella Pound,NA,NA,39.5,151,NA,15907,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Keeley Skepper,Carlton,Hawthorn Hawks,39.5,151,NA,15908,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Darcy Vescio,Carlton,Hawthorn Hawks,39.5,151,NA,15909,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Jasmine Fleming,Hawthorn Hawks,Carlton,39.5,151,NA,15902,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Mattea Breed,Hawthorn Hawks,Carlton,39.5,151,NA,15903,NA,TAB
Hawthorn Hawks v Carlton,Hawthorn Hawks,Carlton,Player Disposals,Kaitlyn Ashmore,Hawthorn Hawks,Carlton,39.5,151,NA,15904,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Mia King,North Melbourne Kangaroos,Brisbane Lions,14.5,1.1,NA,16442,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Jasmine Garner,North Melbourne Kangaroos,Brisbane Lions,14.5,1.1,NA,16447,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Isabel Dawes,Brisbane Lions,North Melbourne Kangaroos,14.5,1.25,NA,16436,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Orla ODwyer,NA,NA,14.5,1.5,NA,16437,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Jade Ellenger,Brisbane Lions,North Melbourne Kangaroos,14.5,2,NA,16438,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Tess Craven,North Melbourne Kangaroos,Brisbane Lions,14.5,2.5,NA,16444,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Alice OLoughlin,NA,NA,14.5,2.5,NA,16443,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Sophie Conway,Brisbane Lions,North Melbourne Kangaroos,14.5,2.6,NA,16439,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Catherine Svarc,NA,NA,14.5,3.3,NA,16440,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Ashleigh Riddell,NA,NA,19.5,1.1,NA,16457,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Alexandra Anderson,NA,NA,19.5,1.2,NA,16453,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Emma Kearney,North Melbourne Kangaroos,Brisbane Lions,19.5,1.5,NA,16458,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Mia King,North Melbourne Kangaroos,Brisbane Lions,19.5,1.9,NA,16454,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Isabel Dawes,Brisbane Lions,North Melbourne Kangaroos,19.5,2.7,NA,16448,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Orla ODwyer,NA,NA,19.5,4.5,NA,16449,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Jade Ellenger,Brisbane Lions,North Melbourne Kangaroos,19.5,6.5,NA,16450,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Sophie Conway,Brisbane Lions,North Melbourne Kangaroos,19.5,8,NA,16451,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Catherine Svarc,NA,NA,19.5,11,NA,16452,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Alice OLoughlin,NA,NA,19.5,11,NA,16455,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Tess Craven,North Melbourne Kangaroos,Brisbane Lions,19.5,11,NA,16456,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Jasmine Garner,North Melbourne Kangaroos,Brisbane Lions,24.5,1.35,NA,16471,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Ashleigh Riddell,NA,NA,24.5,1.35,NA,16469,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Alexandra Anderson,NA,NA,24.5,2,NA,16465,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Emma Kearney,North Melbourne Kangaroos,Brisbane Lions,24.5,3.6,NA,16470,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Mia King,North Melbourne Kangaroos,Brisbane Lions,24.5,6,NA,16466,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Isabel Dawes,Brisbane Lions,North Melbourne Kangaroos,24.5,11,NA,16460,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Orla ODwyer,NA,NA,24.5,13,NA,16461,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Jade Ellenger,Brisbane Lions,North Melbourne Kangaroos,24.5,21,NA,16462,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Alice OLoughlin,NA,NA,24.5,26,NA,16467,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Tess Craven,North Melbourne Kangaroos,Brisbane Lions,24.5,26,NA,16468,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Sophie Conway,Brisbane Lions,North Melbourne Kangaroos,24.5,34,NA,16463,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Catherine Svarc,NA,NA,24.5,41,NA,16464,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Ashleigh Riddell,NA,NA,29.5,1.95,NA,17769,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Jasmine Garner,North Melbourne Kangaroos,Brisbane Lions,29.5,2.8,NA,17771,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Alexandra Anderson,NA,NA,29.5,4.5,NA,17765,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Emma Kearney,North Melbourne Kangaroos,Brisbane Lions,29.5,13,NA,17770,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Mia King,North Melbourne Kangaroos,Brisbane Lions,29.5,23,NA,17766,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Isabel Dawes,Brisbane Lions,North Melbourne Kangaroos,29.5,41,NA,17760,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Orla ODwyer,NA,NA,29.5,41,NA,17761,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Jade Ellenger,Brisbane Lions,North Melbourne Kangaroos,29.5,41,NA,17762,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Sophie Conway,Brisbane Lions,North Melbourne Kangaroos,29.5,51,NA,17763,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Alice OLoughlin,NA,NA,29.5,51,NA,17767,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Tess Craven,North Melbourne Kangaroos,Brisbane Lions,29.5,51,NA,17768,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Catherine Svarc,NA,NA,29.5,67,NA,17764,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Ashleigh Riddell,NA,NA,34.5,3.3,NA,17781,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Jasmine Garner,North Melbourne Kangaroos,Brisbane Lions,34.5,9,NA,17783,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Alexandra Anderson,NA,NA,34.5,15,NA,17777,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Emma Kearney,North Melbourne Kangaroos,Brisbane Lions,34.5,34,NA,17782,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Mia King,North Melbourne Kangaroos,Brisbane Lions,34.5,51,NA,17778,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Orla ODwyer,NA,NA,34.5,81,NA,17773,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Jade Ellenger,Brisbane Lions,North Melbourne Kangaroos,34.5,81,NA,17774,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Sophie Conway,Brisbane Lions,North Melbourne Kangaroos,34.5,81,NA,17775,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Isabel Dawes,Brisbane Lions,North Melbourne Kangaroos,34.5,81,NA,17772,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Alice OLoughlin,NA,NA,34.5,81,NA,17779,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Tess Craven,North Melbourne Kangaroos,Brisbane Lions,34.5,81,NA,17780,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Catherine Svarc,NA,NA,34.5,101,NA,17776,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Ashleigh Riddell,NA,NA,39.5,6.5,NA,17793,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Jasmine Garner,North Melbourne Kangaroos,Brisbane Lions,39.5,34,NA,17795,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Alexandra Anderson,NA,NA,39.5,51,NA,17789,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Emma Kearney,North Melbourne Kangaroos,Brisbane Lions,39.5,81,NA,17794,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Mia King,North Melbourne Kangaroos,Brisbane Lions,39.5,101,NA,17790,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Alice OLoughlin,NA,NA,39.5,151,NA,17791,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Isabel Dawes,Brisbane Lions,North Melbourne Kangaroos,39.5,151,NA,17784,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Orla ODwyer,NA,NA,39.5,151,NA,17785,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Jade Ellenger,Brisbane Lions,North Melbourne Kangaroos,39.5,151,NA,17786,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Sophie Conway,Brisbane Lions,North Melbourne Kangaroos,39.5,151,NA,17787,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Tess Craven,North Melbourne Kangaroos,Brisbane Lions,39.5,151,NA,17792,NA,TAB
Brisbane Lions v North Melbourne Kangaroos,Brisbane Lions,North Melbourne Kangaroos,Player Disposals,Catherine Svarc,NA,NA,39.5,201,NA,17788,NA,TAB
